Conference,Track,Index,Paper
KDD22,ADS Track Papers,Applied computing,RT-VeD: Real-Time VoI Detection on Edge Nodes with an Adaptive Model Selection Framework
KDD22,ADS Track Papers,Information systems,Representative Routes Discovery from Massive Trajectories
KDD22,ADS Track Papers,Information systems,CONFLUX: A Request-level Fusion Framework for Impression Allocation via Cascade Distillation
KDD22,ADS Track Papers,Applied computing,Fed-LTD: Towards Cross-Platform Ride Hailing via Federated Learning to Dispatch
KDD22,ADS Track Papers,Computing methodologies,CausalInt: Causal Inspired Intervention for Multi-Scenario Recommendation
KDD22,ADS Track Papers,Information systems,Surrogate for Long-Term User Experience in Recommender Systems
KDD22,ADS Track Papers,Computing methodologies,"FederatedScope-GNN: Towards a Unified, Comprehensive and Efficient Package for Federated Graph Learning"
KDD22,ADS Track Papers,Computing methodologies,"Interpretability, Then What? Editing Machine Learning Models to Reflect Human Knowledge and Values"
KDD22,ADS Track Papers,Applied computing/Information systems,Graph2Route: A Dynamic Spatial-Temporal Graph Neural Network for Pick-up and Delivery Route Prediction
KDD22,ADS Track Papers,Applied computing,Graph Neural Networks for Multimodal Single-Cell Data Integration
KDD22,ADS Track Papers,Security and privacy/Information systems,FedAttack: Effective and Covert Poisoning Attack on Federated Recommendation via Hard Sampling
KDD22,ADS Track Papers,Information systems,Interpretable Personalized Experimentation
KDD22,ADS Track Papers,Applied computing/Computing methodologies,Learning Large-scale Subsurface Simulations with a Hybrid Graph Network Simulator
KDD22,ADS Track Papers,Computing methodologies,A Framework for Multi-stage Bonus Allocation in Meal Delivery Platform
KDD22,ADS Track Papers,Computing methodologies/Mathematics of computing,Multi Armed Bandit vs. A/B Tests in E-commerce - Confidence Interval and Hypothesis Test Power Perspectives
KDD22,ADS Track Papers,General and reference/Information systems,Training Large-Scale News Recommenders with Pretrained Language Models in the Loop
KDD22,ADS Track Papers,Information systems,Contrastive Cross-domain Recommendation in Matching
KDD22,ADS Track Papers,Information systems,G2NET: A General Geography-Aware Representation Network for Hotel Search Ranking
KDD22,ADS Track Papers,Computing methodologies,COSSUM: Towards Conversation-Oriented Structured Summarization for Automatic Medical Insurance Assessment
KDD22,ADS Track Papers,Computing methodologies/Information systems,Mixture of Virtual-Kernel Experts for Multi-Objective User Profile Modeling
KDD22,ADS Track Papers,Applied computing/Computing methodologies/Mathematics of computing,Perioperative Predictions with Interpretable Latent Representation
KDD22,ADS Track Papers,Applied computing/Information systems,Multiwave COVID-19 Prediction from Social Awareness Using Web Search and Mobility Data
KDD22,ADS Track Papers,Computing methodologies/Information systems,A Meta Reinforcement Learning Approach for Predictive Autoscaling in the Cloud
KDD22,ADS Track Papers,Information systems,Scale Calibration of Deep Ranking Models
KDD22,ADS Track Papers,Computing methodologies/Software and its engineering,CMMD: Cross-Metric Multi-Dimensional Root Cause Analysis
KDD22,ADS Track Papers,Information systems,DuARE: Automatic Road Extraction with Aerial Images and Trajectory Data at Baidu Maps
KDD22,ADS Track Papers,Computing methodologies,TAG: Toward Accurate Social Media Content Tagging with a Concept Graph
KDD22,ADS Track Papers,Applied computing/Information systems,CausalMTA: Eliminating the User Confounding Bias for Causal Multi-touch Attribution
KDD22,ADS Track Papers,Information systems,Device-cloud Collaborative Recommendation via Meta Controller
KDD22,ADS Track Papers,Information systems,ReprBERT: Distilling BERT to an Efficient Representation-Based Relevance Model for E-Commerce
KDD22,ADS Track Papers,Computing methodologies/Information systems,Multilingual Taxonomic Web Page Classification for Contextual Targeting at Yahoo
KDD22,ADS Track Papers,Computing methodologies/Applied computing,A Stochastic Shortest Path Algorithm for Optimizing Spaced Repetition Scheduling
KDD22,ADS Track Papers,Computing methodologies/Information systems,Embedding Compression with Hashing for Efficient Representation Learning in Large-Scale Graph
KDD22,ADS Track Papers,Applied computing/Computing methodologies,Predicting Age-Related Macular Degeneration Progression with Contrastive Attention and Time-Aware LSTM
KDD22,ADS Track Papers,Information systems,Spatio-Temporal Vehicle Trajectory Recovery on Road Network Based on Traffic Camera Video Data
KDD22,ADS Track Papers,Computing methodologies/Software and its engineering,XDAI: A Tuning-free Framework for Exploiting Pre-trained Language Models in Knowledge Grounded Dialogue Generation
KDD22,ADS Track Papers,Computing methodologies/Information systems,CommerceMM: Large-Scale Commerce MultiModal Representation Learning with Omni Retrieval
KDD22,ADS Track Papers,Computing methodologies,EGM: Enhanced Graph-based Model for Large-scale Video Advertisement Search
KDD22,ADS Track Papers,Applied computing/Computing methodologies,Multi-task Envisioning Transformer-based Autoencoder for Corporate Credit Rating Migration Early Prediction
KDD22,ADS Track Papers,Computing methodologies,AutoShard: Automated Embedding Table Sharding for Recommender Systems
KDD22,ADS Track Papers,Mathematics of computing/Information systems,Deconfounding Duration Bias in Watch-time Prediction for Video Recommendation
KDD22,ADS Track Papers,Computing methodologies/Information systems,Data-Driven Oracle Bone Rejoining: A Dataset and Practical Self-Supervised Learning Scheme
KDD22,ADS Track Papers,Information systems,Uni-Retriever: Towards Learning the Unified Embedding Based Retriever in Bing Sponsored Search
KDD22,ADS Track Papers,Computer systems organization,Felicitas: Federated Learning in Distributed Cross Device Collaborative Frameworks
KDD22,ADS Track Papers,Computing methodologies/Information systems,Multi-Task Fusion via Reinforcement Learning for Long-Term User Satisfaction in Recommender Systems
KDD22,ADS Track Papers,Applied computing/Computing methodologies,Adaptive Multi-view Rule Discovery for Weakly-Supervised Compatible Products Prediction
KDD22,ADS Track Papers,Computing methodologies,Sparx: Distributed Outlier Detection at Scale
KDD22,ADS Track Papers,Computing methodologies/Theory of computation,CAT: Beyond Efficient Transformer for Content-Aware Anomaly Detection in Event Sequences
KDD22,ADS Track Papers,Applied computing/Computing methodologies/Information systems,Medical Symptom Detection in Intelligent Pre-Consultation Using Bi-directional Hard-Negative Noise Contrastive Estimation
KDD22,ADS Track Papers,Mathematics of computing,Graph Attention Multi-Layer Perceptron
KDD22,ADS Track Papers,Information systems,JiuZhang: A Chinese Pre-trained Language Model for Mathematical Problem Understanding
KDD22,ADS Track Papers,Computing methodologies,Distributed Hybrid CPU and GPU training for Graph Neural Networks on Billion-Scale Heterogeneous Graphs
KDD22,ADS Track Papers,Information systems,DDR: Dialogue Based Doctor Recommendation for Online Medical Service
KDD22,ADS Track Papers,Computing methodologies,Dynamic Graph Segmentation for Deep Graph Neural Networks
KDD22,ADS Track Papers,Mathematics of computing/Computing methodologies,DESCN: Deep Entire Space Cross Networks for Individual Treatment Effect Estimation
KDD22,ADS Track Papers,Information systems,Combo-Fashion: Fashion Clothes Matching CTR Prediction with Item History
KDD22,ADS Track Papers,Information systems,User-tag Profile Modeling in Recommendation System via Contrast Weighted Tag Masking
KDD22,ADS Track Papers,Computing methodologies,Uncertainty Quantification of Sparse Travel Demand Prediction with Spatial-Temporal Graph Neural Networks
KDD22,ADS Track Papers,Applied computing,RBG: Hierarchically Solving Large-Scale Routing Problems in Logistic Systems via Reinforcement Learning
KDD22,Health Day Papers,Applied computing/Computing methodologies,Effective Social Network-Based Allocation of COVID-19 Vaccines
KDD22,Health Day Papers,Applied computing/Computing methodologies,Reinforcement Learning Enhances the Experts: Large-scale COVID-19 Vaccine Allocation with Multi-factor Contact Network
KDD22,Health Day Papers,Applied computing/Information systems,Scalable Online Disease Diagnosis via Multi-Model-Fused Actor-Critic Reinforcement Learning
KDD22,Health Day Papers,Applied computing,User Engagement in Mobile Health Applications
KDD22,Health Day Papers,Applied computing/Computing methodologies,Automatic Phenotyping by a Seed-guided Topic Model
KDD22,Health Day Papers,Applied computing/Computing methodologies,MolSearch: Search-based Multi-objective Molecular Generation and Property Optimization
KDD22,Health Day Papers,Applied computing/Information systems,Dynamic Network Anomaly Modeling of Cell-Phone Call Detail Records for Infectious Disease Surveillance
KDD22,Health Day Papers,Applied computing/Computing methodologies,Data-Efficient Brain Connectome Analysis via Multi-Task Meta-Learning
KDD22,Health Day Papers,Computing methodologies,Activity Trajectory Generation via Modeling Spatiotemporal Dynamics
KDD22,Health Day Papers,Applied computing/Computing methodologies,Medical Dialogue Response Generation with Pivotal Information Recalling
